pair_index,environment,batch_index,index_in_batch,network_record,target_original_q,target_counterfactual_q,target_delta_q_wrapped,target_delta_l2_rad,ordinary_pred_original_q,ordinary_pred_counterfactual_q,ordinary_pred_delta_q_wrapped,ordinary_pred_delta_l2_rad,ordinary_pred_required_ratio,ordinary_direction_cosine,ordinary_original_scene_error_l2_rad,ordinary_counterfactual_scene_error_l2_rad,ordinary_cf_prediction_to_original_target_l2_rad,ordinary_cf_prediction_closer_to_cf_target,cftrained_pred_original_q,cftrained_pred_counterfactual_q,cftrained_pred_delta_q_wrapped,cftrained_pred_delta_l2_rad,cftrained_pred_required_ratio,cftrained_direction_cosine,cftrained_original_scene_error_l2_rad,cftrained_counterfactual_scene_error_l2_rad,cftrained_cf_prediction_to_original_target_l2_rad,cftrained_cf_prediction_closer_to_cf_target
177,298,1,238,8,3.03396272659 1.19444584846 -1.091786623 1.42666709423 3.05037474632 -1.30556750298 -1.45504522324,3.02628850937 1.29409766197 -1.09339690208 1.44510769844 3.03493738174 -1.25334584713 -1.47015380859,-0.00767421722412 0.0996518135071 -0.00161027908325 0.0184406042099 -0.0154373645782 0.0522216558456 -0.0151085853577,0.11630008316203941,2.99703860283 1.19236195087 -1.14570808411 1.42291176319 3.17891716957 -1.33647620678 -1.47317290306,2.99711680412 1.19235193729 -1.14562797546 1.42284286022 3.17903828621 -1.33638465405 -1.47324824333,7.82012939453e-05 -1.00135803223e-05 8.01086425781e-05 -6.89029693604e-05 0.000121116638184 9.1552734375e-05 -7.53402709961e-05,0.00021472779889472783,0.0018463254114405951,0.04212508101195463,0.1486488323031166,0.20517572607964954,0.14869726192574814,0,3.32660841942 1.13714492321 -1.12689948082 1.43064904213 -3.1023235321 -1.24417197704 -1.32202124596,3.29947829247 1.10425555706 -1.09455287457 1.42491662502 -3.1144053936 -1.25716519356 -1.32412219048,-0.0271301269531 -0.0328893661499 0.0323466062546 -0.00573241710663 -0.012081861496 -0.0129932165146 -0.00210094451904,0.056710905095783436,0.48762566245777195,-0.5590722750049186,0.3586994843402746,0.3877310180124918,0.33488345490858085,0
178,298,1,250,8,0.299345076084 -0.283502370119 -1.03552269936 -1.64717161655 1.34655117989 -0.634832561016 2.14678311348,0.283347278833 -0.242276549339 -1.036023736 -1.66389799118 1.36376643181 -0.651387631893 2.18063521385,-0.0159977972507 0.0412258207798 -0.000501036643982 -0.0167263746262 0.0172152519226 -0.0165550708771 0.0338521003723,0.06286430172855322,0.261551707983 -0.296370357275 -1.06739377975 -1.63376200199 1.26197743416 -0.668890893459 2.1292283535,0.261502236128 -0.296339124441 -1.06735754013 -1.63367533684 1.26200735569 -0.668859899044 2.1292257309,-4.94718551636e-05 3.12328338623e-05 3.62396240234e-05 8.66651535034e-05 2.99215316772e-05 3.09944152832e-05 -2.62260437012e-06,0.0001187852829094133,0.0018895506613964433,0.07023907298761181,0.10681931177226521,0.13637561609001025,0.10680004249495618,0,0.298367768526 -0.2283115834 -0.984855234623 -1.49789595604 1.27959787846 -0.67847776413 2.07219481468,0.289464503527 -0.213993892074 -0.97992092371 -1.49076020718 1.27778208256 -0.678213715553 2.08161211014,-0.00890326499939 0.0143176913261 0.00493431091309 0.00713574886322 -0.00181579589844 0.000264048576355 0.00941729545593,0.02125048325769921,0.3380373705486838,0.6692345064839075,0.1996207792742775,0.2277719672973096,0.20819105087821202,0
179,298,2,1,8,3.09932971001 1.14201390743 -0.0895604193211 0.567834615707 0.0628650262952 0.678152441978 -2.48014235497,3.0659532547 1.19338679314 -0.0723673477769 0.559102118015 0.0767737030983 0.688094317913 -2.4315032959,-0.033376455307 0.051372885704 0.0171930715442 -0.00873249769211 0.0139086768031 0.0099418759346 0.0486390590668,0.08235939311274747,3.11109828949 1.1628421545 -0.158561185002 0.567560374737 -0.0123500013724 0.697357237339 -2.48622918129,3.11109519005 1.16284239292 -0.158562615514 0.567567646503 -0.0123534584418 0.697349607944 -2.48622870445,-3.09944152832e-06 2.38418579102e-07 -1.43051147461e-06 7.2717666626e-06 -3.45706939697e-06 -7.62939453125e-06 4.76837158203e-07,1.1617861166539589e-05,0.00014106297688030672,-0.07643889695605974,0.10675518825032329,0.14661591224524076,0.10675683564850373,0,3.08652639389 1.14568603039 -0.135982438922 0.622061312199 0.00349863804877 0.697157800198 -2.49051380157,3.08604598045 1.14586269855 -0.13518063724 0.622868716717 0.0015052203089 0.696975409985 -2.49128031731,-0.00048041343689 0.000176668167114 0.000801801681519 0.000807404518127 -0.00199341773987 -0.000182390213013 -0.000766515731812,0.0024801861919083205,0.030114187321815523,-0.17122954067409063,0.09626051374258518,0.14139114619884874,0.09769652676127537,0
180,298,2,4,9,-1.14329659939 -1.13244616985 2.35425758362 0.263822942972 1.37381863594 -1.57594156265 -1.93013060093,-1.09419453144 -1.14972853661 2.32481622696 0.262295037508 1.34964168072 -1.49914979935 -1.89816510677,0.0491020679474 -0.0172823667526 -0.0294413566589 -0.00152790546417 -0.0241769552231 0.0767917633057 0.0319654941559,0.10527162080252281,-1.15613222122 -1.1548832655 2.28687262535 0.272292017937 1.41029500961 -1.61101019382 -1.96404981613,-1.15610873699 -1.15489423275 2.28686833382 0.272300541401 1.41029167175 -1.61099517345 -1.96406459808,2.34842300415e-05 -1.09672546387e-05 -4.29153442383e-06 8.52346420288e-06 -3.33786010742e-06 1.50203704834e-05 -1.47819519043e-05,3.4901509800245736e-05,0.000331537688259943,0.6035748388800276,0.09482342626518259,0.16103030163467102,0.0948251084692798,0,-1.19665491581 -1.15156829357 2.25855612755 0.344135582447 1.42982256413 -1.59148836136 -2.02660560608,-1.19990897179 -1.1492139101 2.2594704628 0.342750251293 1.42593371868 -1.59233427048 -2.0283510685,-0.00325405597687 0.00235438346863 0.000914335250854 -0.00138533115387 -0.00388884544373 -0.000845909118652 -0.0017454624176,0.006145931446757355,0.05838165499784981,-0.38950362082608525,0.17750274319268036,0.23102191108919293,0.17700903666676185,0
181,298,2,43,9,2.10713911057 1.66971886158 1.64545023441 -0.31598135829 -1.21443986893 0.899733543396 1.13845777512,2.07006669044 1.68324995041 1.66647672653 -0.314862698317 -1.20717203617 0.949753701687 1.18574917316,-0.0370724201202 0.013531088829 0.0210264921188 0.00111865997314 0.00726783275604 0.0500201582909 0.0472913980484,0.08241440060581016,2.16731762886 1.64625680447 1.67952299118 -0.310075849295 -1.31334424019 0.859182417393 1.1434366703,2.16732048988 1.64625632763 1.67952156067 -0.310061603785 -1.31335270405 0.85918623209 1.14343190193,2.86102294922e-06 -4.76837158203e-07 -1.43051147461e-06 1.42455101013e-05 -8.46385955811e-06 3.81469726562e-06 -4.76837158203e-06,1.7953271248136798e-05,0.00021784143446007304,-0.15062437268555853,0.12968811761493096,0.1796875066958284,0.12969488434667992,0,2.17569231987 1.66234993935 1.6744748354 -0.238066375256 -1.25036537647 0.880545258522 1.08391046524,2.17169332504 1.66031813622 1.68146312237 -0.244348704815 -1.25200021267 0.876288294792 1.0814101696,-0.00399899482727 -0.0020318031311 0.00698828697205 -0.00628232955933 -0.0016348361969 -0.00425696372986 -0.00250029563904,0.011639154220060987,0.1412271900845498,-0.08588824102665982,0.12767637584041355,0.18532138404530374,0.1260899432387686,0
182,298,2,59,8,-0.916033446789 -1.64842092991 -0.943143010139 1.65487241745 -2.65969920158 0.558933734894 0.395331025124,-0.942761659622 -1.6099088192 -0.962592899799 1.69633567333 -2.67546463013 0.558058679104 0.424132496119,-0.0267282128334 0.0385121107101 -0.0194498896599 0.0414632558823 -0.0157654285431 -0.000875055789948 0.0288014709949,0.07330701890005824,-0.899518370628 -1.66934716702 -0.897409141064 1.61083650589 -2.72337341309 0.525491774082 0.371948421001,-0.899499058723 -1.66931760311 -0.897272050381 1.61090242863 -2.72329139709 0.525468885899 0.371854484081,1.93119049072e-05 2.95639038086e-05 0.000137090682983 6.59227371216e-05 8.20159912109e-05 -2.28881835938e-05 -9.3936920166e-05,0.00020114987805816732,0.002743937498432466,-0.22305773657138975,0.1022786368527205,0.15181960912364792,0.10228672070891194,0,-0.832376599312 -1.62096297741 -0.868980109692 1.61892998219 -2.69862747192 0.5129737854 0.287322074175,-0.83643245697 -1.63915109634 -0.853832900524 1.61955308914 -2.70308256149 0.507086277008 0.295112639666,-0.00405585765839 -0.0181881189346 0.0151472091675 0.000623106956482 -0.00445508956909 -0.00588750839233 0.00779056549072,0.02631135398210587,0.35891998306433615,-0.29088680657008176,0.17273697466080654,0.22336600469640722,0.17395401006033626,0
183,298,2,104,9,2.6236371994 0.535090684891 -1.12830066681 1.60686588287 -0.179374501109 0.870969295502 -2.86479735374,2.60650682449 0.544015169144 -1.18723678589 1.60396814346 -0.190749719739 0.830379962921 -2.8049967289,-0.0171303749084 0.00892448425293 -0.0589361190796 -0.0028977394104 -0.0113752186298 -0.0405893325806 0.0598006248474,0.09595813378704421,2.66975712776 0.53386849165 -1.2057518959 1.60220932961 -0.16361759603 0.878259241581 -2.95477080345,2.66975021362 0.533854186535 -1.20572662354 1.60218536854 -0.163600727916 0.878226339817 -2.95480799675,-6.91413879395e-06 -1.43051147461e-05 2.52723693848e-05 -2.39610671997e-05 1.68681144714e-05 -3.2901763916e-05 -3.71932983398e-05,6.4928174276142e-05,0.0006766302314740127,-0.40283966071535,0.12862955705698065,0.17296758000719617,0.12863909773211457,0,2.6805665493 0.573524415493 -1.18555939198 1.67041516304 -0.0955025330186 0.857646346092 -2.89133739471,2.68486309052 0.559227585793 -1.18108332157 1.66209149361 -0.0968574658036 0.861149013042 -2.8970105648,0.00429654121399 -0.0142968297005 0.00447607040405 -0.00832366943359 -0.00135493278503 0.00350266695023 -0.00567317008972,0.018933242259914326,0.19730732052305291,-0.49917088396493425,0.14124998029154043,0.16738084356613095,0.1345743901427935,0
184,298,2,110,8,-2.5395283699 1.30108809471 1.76041138172 -1.8826007843 0.23664753139 0.57586401701 1.13041102886,-2.50964307785 1.32252144814 1.74768519402 -1.85790669918 0.281675845385 0.626081883907 1.15874564648,0.0298852920532 0.0214333534241 -0.012726187706 0.0246940851212 0.0450283139944 0.0502178668976 0.0283346176147,0.08646679585773279,-2.4768447876 1.2913018465 1.71213054657 -1.9246532917 0.0914545878768 0.566506206989 1.12966489792,-2.47679424286 1.29119861126 1.71211314201 -1.92454349995 0.091443143785 0.566507160664 1.12958669662,5.05447387695e-05 -0.000103235244751 -1.74045562744e-05 0.000109791755676 -1.14440917969e-05 9.53674316406e-07 -7.82012939453e-05,0.00017837251379105285,0.002062901857546984,-0.029348650023224558,0.17115364656393475,0.2198951407696966,0.17116608425055985,0,-2.4751522541 1.32386815548 1.77579927444 -1.86776268482 0.0782872065902 0.572608888149 1.08357191086,-2.50362324715 1.33098900318 1.77986931801 -1.86744236946 0.0882821902633 0.578567862511 1.09350323677,-0.028470993042 0.00712084770203 0.00407004356384 0.000320315361023 0.0099949836731 0.00595897436142 0.00993132591248,0.03334684515482721,0.38566070159109495,0.10008272929149212,0.18000739763306342,0.21248516369331902,0.1617819561564925,0
185,298,2,129,9,-1.3377071619 -1.18507540226 1.75674450397 -1.11348497868 -1.14349746704 0.16711345315 -2.22265720367,-1.34641826153 -1.19805693626 1.75063407421 -1.08950948715 -1.16124355793 0.203210398555 -2.18291354179,-0.00871109962463 -0.0129815340042 -0.00611042976379 0.0239754915237 -0.017746090889 0.036096945405 0.0397436618805,0.06367131926196379,-1.34670734406 -1.20332229137 1.73466920853 -1.13068675995 -1.21108663082 0.190816000104 -2.20786213875,-1.34670114517 -1.20332562923 1.73466587067 -1.130671978 -1.21108281612 0.19081838429 -2.20786380768,6.19888305664e-06 -3.33786010742e-06 -3.33786010742e-06 1.47819519043e-05 3.81469726562e-06 2.38418579102e-06 -1.66893005371e-06,1.7384949182638302e-05,0.00027304207583812054,0.28562813057170383,0.08090841691690262,0.07236852056197161,0.08090345635506556,1,-1.30382061005 -1.20207715034 1.76037824154 -1.04871726036 -1.20791780949 0.197649806738 -2.23911309242,-1.30391633511 -1.201592803 1.76055896282 -1.05062222481 -1.20893013477 0.197759479284 -2.24025464058,-9.57250595093e-05 0.000484347343445 0.000180721282959 -0.00190496444702 -0.00101232528687 0.000109672546387 -0.00114154815674,0.0024990534429380692,0.03924928008254673,-0.4755971922972094,0.10487451980755068,0.09498085297359332,0.10445670458667874,1
186,298,2,146,9,-1.09917414188 -1.54686939716 1.57129633427 0.495436191559 -2.40214252472 0.93849748373 0.0384490266442,-1.11865770817 -1.5987868309 1.50818824768 0.5343952775 -2.36737322807 0.970575988293 0.0346499346197,-0.0194835662842 -0.0519174337387 -0.063108086586 0.0389590859413 0.0347692966461 0.0320785045624 -0.00379909202456,0.1040568969147515,-1.07150435448 -1.62721717358 1.59163975716 0.421889901161 -2.35318827629 0.888569653034 0.141034305096,-1.07149934769 -1.62723219395 1.59164690971 0.421889960766 -2.35318565369 0.888572752476 0.141028106213,5.00679016113e-06 -1.50203704834e-05 7.15255737305e-06 5.96046447754e-08 2.62260437012e-06 3.09944152832e-06 -6.19888305664e-06,1.888790219913556e-05,0.0001815151398816885,0.22762024299658246,0.168693035030908,0.202232483905909,0.16869792204661557,0,-1.04942989349 -1.57700705528 1.55827629566 0.486415684223 -2.36339902878 0.864030003548 0.0845382362604,-1.05759441853 -1.57880330086 1.55621743202 0.484741747379 -2.36328697205 0.870456218719 0.0830211788416,-0.00816452503204 -0.00179624557495 -0.00205886363983 -0.00167393684387 0.000112056732178 0.00642621517181 -0.00151705741882,0.010978944055180063,0.10550904726838578,0.4664155405092009,0.1131562590766308,0.14587935231635993,0.10590767912775918,0
187,298,2,160,8,0.773251950741 -1.50398051739 -1.50902247429 -1.57897734642 1.0509339571 0.509476900101 1.25985491276,0.806329965591 -1.54181623459 -1.46437525749 -1.59349834919 1.06361448765 0.5237865448 1.26257610321,0.0330780148506 -0.0378357172012 0.0446472167969 -0.0145210027695 0.0126805305481 0.0143096446991 0.00272119045258,0.07143456247225258,0.696795344353 -1.56374561787 -1.61394739151 -1.61349856853 0.947300374508 0.523393929005 1.3669192791,0.696744322777 -1.56372416019 -1.61390352249 -1.61342525482 0.94729155302 0.52341324091 1.36693358421,-5.10215759277e-05 2.14576721191e-05 4.38690185547e-05 7.33137130737e-05 -8.82148742676e-06 1.93119049072e-05 1.43051147461e-05,0.00010496870407886352,0.0014694386085116243,-0.18698746868775765,0.20979707957949706,0.24426707153164826,0.20978852222412903,0,0.680856645107 -1.52280282974 -1.54335725307 -1.59050130844 1.01680600643 0.485254377127 1.22514152527,0.685024917126 -1.51768946648 -1.54470837116 -1.58576214314 1.01327741146 0.484987229109 1.22684884071,0.00416827201843 0.00511336326599 -0.00135111808777 0.00473916530609 -0.0035285949707 -0.000267148017883 0.00170731544495,0.009123785396121175,0.12772228288883464,-0.3508258492940272,0.11471406882967478,0.16469948142477633,0.11134909812983734,0
188,298,2,167,9,-0.385358780622 0.909148275852 -0.760793209076 -1.91251373291 -0.130598708987 -0.702371060848 0.709079027176,-0.373928636312 0.920605480671 -0.718922734261 -1.92967689037 -0.132384046912 -0.681762337685 0.701385676861,0.01143014431 0.0114572048187 0.0418704748154 -0.0171631574631 -0.00178533792496 0.0206087231636 -0.00769335031509,0.052884032728068575,-0.396972328424 0.91997474432 -0.761344850063 -1.95499694347 -0.239359423518 -0.708908736706 0.724469840527,-0.396980553865 0.919989049435 -0.761337697506 -1.95496559143 -0.239356324077 -0.708897769451 0.724468886852,-8.225440979e-06 1.43051147461e-05 7.15255737305e-06 3.13520431519e-05 3.09944152832e-06 1.09672546387e-05 -9.53674316406e-07,3.791042839071117e-05,0.0007168596348475887,0.029470484195183402,0.11901985450378287,0.12522999928544112,0.11900718167680188,0,-0.300263136625 0.952931284904 -0.803333699703 -1.93805193901 -0.229547649622 -0.709498405457 0.682885885239,-0.302864223719 0.953845083714 -0.80261605978 -1.93797183037 -0.230552822351 -0.707461118698 0.681602716446,-0.00260108709335 0.000913798809052 0.000717639923096 8.01086425781e-05 -0.00100517272949 0.00203728675842 -0.00128316879272,0.003863876096260289,0.0730631893397477,0.3086274008126558,0.14882165971744327,0.15465219705319075,0.14822989994473634,0
189,298,2,183,8,2.06460356712 0.500289320946 -2.57730364799 -1.85721325874 0.394484996796 0.42896592617 -2.2474091053,2.05729484558 0.470040291548 -2.61692333221 -1.92440080643 0.421003341675 0.482741832733 -2.25157928467,-0.00730872154236 -0.030249029398 -0.0396196842194 -0.0671875476837 0.0265183448792 0.0537759065628 -0.00417017936707,0.10327036491283782,2.03642725945 0.491768032312 -2.64262151718 -1.88514363766 0.269621104002 0.371599972248 -2.21524643898,2.0363843441 0.491884380579 -2.64260005951 -1.88493359089 0.269637554884 0.371661484241 -2.21522545815,-4.29153442383e-05 0.000116348266602 2.14576721191e-05 0.000210046768188 1.6450881958e-05 6.15119934082e-05 2.09808349609e-05,0.00025387649500767064,0.0024583673663005575,-0.5535077041707258,0.16071505303964603,0.1992571571094767,0.16064082825480439,0,2.0303709507 0.514599740505 -2.65651631355 -1.87630450726 0.262391418219 0.358775705099 -2.22658133507,2.01197218895 0.499420166016 -2.64484906197 -1.87925744057 0.241048663855 0.351826459169 -2.22180366516,-0.0183987617493 -0.0151795744896 0.0116672515869 -0.00295293331146 -0.021342754364 -0.00694924592972 0.00477766990662,0.03521945205275965,0.34104122787292895,-0.17316253922959696,0.1755703817219246,0.2369476708324821,0.19485376696357584,0
190,298,2,196,9,-1.20253956318 -1.26012825966 -0.866425156593 0.00254748575389 -0.158281385899 1.57301497459 -2.83244252205,-1.21168065071 -1.29607439041 -0.886582314968 0.0250304210931 -0.138185068965 1.52910399437 -2.86370253563,-0.00914108753204 -0.0359461307526 -0.0201571583748 0.0224829353392 0.0200963169336 -0.0439109802246 -0.0312600135803,0.07481110746531724,-1.1672949791 -1.29922831059 -0.797217547894 -0.00477779842913 -0.259903341532 1.5734616518 -2.72216010094,-1.16729426384 -1.29922544956 -0.797219693661 -0.00477550365031 -0.259904831648 1.57345974445 -2.72215867043,7.15255737305e-07 2.86102294922e-06 -2.14576721191e-06 2.29477882385e-06 -1.49011611938e-06 -1.90734863281e-06 1.43051147461e-06,5.145110086204399e-06,6.877468146811881e-05,-0.014146354050149867,0.1735044131240936,0.21833907282009463,0.1735047380692607,0,-1.13981795311 -1.23764491081 -0.771875560284 0.0699875950813 -0.277316719294 1.54480171204 -2.76538467407,-1.14066433907 -1.23830330372 -0.771948516369 0.06912535429 -0.276893168688 1.54564607143 -2.76605510712,-0.000846385955811 -0.000658392906189 -7.29560852051e-05 -0.000862240791321 0.000423550605774 0.000844359397888 -0.000670433044434,0.001800125149321932,0.024062271102676537,0.043672544687370744,0.1933635167484777,0.2291608243783939,0.19206358563197723,0
191,298,2,211,8,0.318251222372 -1.4524730444 -1.79629015923 -0.040891841054 1.17832481861 -1.22521317005 -0.734588444233,0.306633591652 -1.47577166557 -1.75181853771 -0.0221605300903 1.18589413166 -1.24692153931 -0.767651319504,-0.0116176307201 -0.0232986211777 0.0444716215134 0.0187313109636 0.00756931304932 -0.0217083692551 -0.0330628752708,0.06803002087095669,0.289281219244 -1.46236121655 -1.76493263245 -0.035457469523 1.15834116936 -1.23583137989 -0.663871586323,0.28927859664 -1.4623516798 -1.76491117477 -0.0354730859399 1.15835893154 -1.23579967022 -0.663886368275,-2.62260437012e-06 9.53674316406e-06 2.14576721191e-05 -1.56164169312e-05 1.77621841431e-05 3.17096710205e-05 -1.47819519043e-05,4.839045585920384e-05,0.0007113103191750253,0.12297468205202422,0.08638767573972847,0.11170936164720412,0.08637417570429648,0,0.30579444766 -1.425085783 -1.74629414082 -0.00353944394737 1.18366682529 -1.24376642704 -0.713638782501,0.306978017092 -1.42334592342 -1.7470805645 -0.0024530896917 1.18157553673 -1.24392580986 -0.712702035904,0.0011835694313 0.00173985958099 -0.000786423683167 0.00108635425568 -0.00209128856659 -0.000159382820129 0.00093674659729,0.0033916014916555606,0.04985448259804224,-0.48650873786912663,0.07491118378514952,0.07878107064056336,0.0755932608058448,0
